#{"t_start": 1649415391.9490535, "env_id": "HopperBulletEnv-v0"}
r,l,t
23.542304,11,1.588533
21.320673,15,1.608276
20.565585,10,1.622002
18.426219,7,1.631705
19.314743,13,1.650439
15.051141,10,1.664471
18.134329,10,1.679607
17.242177,17,1.702318
18.741166,8,1.713405
17.868402,9,1.727238
17.402847,20,1.755735
19.854052,11,1.770525
17.327119,6,1.779178
18.700478,11,1.795087
16.661202,8,1.808123
19.34767,15,1.828203
18.910644,13,1.847161
19.218378,7,1.857708
19.405187,8,1.870258
18.706678,14,1.888567
16.590423,17,1.911911
20.355639,9,1.926259
23.216514,20,1.952773
21.159287,9,1.964946
17.19762,11,1.981002
15.385954,12,1.99762
22.322891,14,2.01827
19.629281,8,2.029396
24.402631,27,2.066339
24.391401,18,2.092962
22.054675,11,2.107693
19.447126,7,2.117312
19.225466,17,2.141527
18.373884,7,2.151688
18.53849,8,2.163863
22.548723,10,2.177806
23.141444,11,2.194872
24.334144,13,2.214777
25.092958,17,2.238156
21.711341,11,2.253135
20.888423,10,2.267332
18.3813,10,2.281651
23.563555,14,2.302563
13.029376,14,2.320979
18.214405,9,2.333735
22.364959,10,2.348135
21.764221,17,2.37287
21.891769,15,2.392549
29.908749,22,2.424347
21.626176,12,2.441093
20.8668,21,2.468524
22.582798,14,2.487159
16.449368,9,2.499618
21.368397,11,2.515204
14.322673,7,2.526893
22.816898,17,2.549766
17.793259,6,2.558527
22.615573,16,2.581251
19.065317,10,2.596203
17.59927,10,2.610129
19.726965,9,2.622609
16.685191,11,2.639832
21.495369,14,2.660435
23.162177,16,2.681516
21.042236,24,2.715146
17.41548,12,2.733717
18.375759,11,2.748729
20.715876,9,2.761066
14.986355,16,2.784466
21.065591,9,2.799146
19.823573,29,2.836777
19.907967,13,2.854115
21.964362,17,2.878113
14.89235,8,2.891383
24.483569,32,2.934319
18.695608,10,2.947739
16.665489,7,2.957575
23.014947,14,2.978225
19.844938,8,3.453748
18.510652,10,3.671852
15.832341,6,3.804195
15.044016,5,3.913197
13.065314,5,4.023924
14.847332,5,4.130883
12.068843,4,4.218421
15.178261,5,4.32702
13.787957,5,4.436044
13.124498,5,4.544518
14.962375,5,4.657206
16.220297,5,4.764787
13.602433,4,4.849872
14.931079,5,4.962454
14.943857,5,5.072686
15.580045,5,5.180007
15.881314,5,5.28829
16.09252,5,5.396306
16.383452,5,5.506844
15.726038,5,5.613468
16.483639,5,5.719528
15.036555,5,5.828899
15.326338,5,5.941914
15.353773,5,6.049853
15.437161,5,6.160298
15.359402,5,6.269109
16.014317,5,6.379909
16.507907,5,6.490194
15.92501,5,6.598835
15.457702,5,6.705961
16.208647,5,6.818253
15.924108,5,6.924637
15.751352,5,7.033501
16.717754,5,7.142613
16.235404,5,7.254583
16.400293,5,7.366539
16.955602,5,7.474735
16.301147,5,7.585017
16.325553,5,7.697942
16.199893,5,7.805336
16.249702,5,7.914638
18.331581,5,8.025003
16.849603,5,8.135484
16.016339,5,8.245103
15.971326,5,8.352498
18.09224,5,8.461586
16.758909,5,8.573493
16.527279,5,8.681694
17.397032,5,8.788198
16.4306,5,8.894771
17.358694,5,9.006199
17.480742,5,9.115105
17.064235,5,9.222414
16.528924,5,9.331462
16.56964,5,9.441183
16.320968,5,9.549727
17.505186,5,9.664382
15.283946,5,9.772582
16.894594,5,9.883468
16.681099,5,9.991178
16.703259,5,10.102704
17.982777,5,10.211629
17.256133,5,10.321594
17.419964,5,10.435079
15.99505,5,10.545973
17.225455,5,10.654356
17.176451,5,10.765903
17.492648,5,10.873559
16.544559,5,10.981931
17.264016,5,11.090244
17.042823,5,11.199346
17.439217,5,11.307076
16.906395,5,11.418215
17.712383,5,11.526649
17.413028,5,11.637479
16.781999,5,11.744543
17.888397,5,11.954983
17.677193,5,12.065047
17.118671,5,12.174343
18.572739,5,12.28172
17.788383,5,12.388989
17.762632,5,12.496278
17.483576,5,12.60719
17.952281,5,12.714989
18.161383,5,12.823093
18.191791,5,12.931904
18.526614,5,13.043261
18.113468,5,13.152319
18.006026,5,13.258993
18.722611,5,13.367168
18.799497,5,13.477351
16.806238,5,13.586585
15.112664,5,13.694568
17.605149,5,13.802718
16.677269,5,13.911546
17.658315,5,14.020453
18.897326,5,14.127276
16.772197,5,14.234588
17.833471,5,14.344641
17.79668,5,14.453124
16.964414,5,14.561224
17.388149,5,14.670173
17.061741,5,14.782196
16.852279,5,14.888839
18.591584,5,14.997137
18.278855,5,15.105125
17.426557,5,15.217926
18.585944,5,15.328473
16.958674,5,15.436198
17.186553,5,15.545183
16.845161,5,15.65601
17.030417,5,15.763496
17.645509,5,15.870835
20.095323,6,15.99956
18.904195,5,16.110029
18.336054,5,16.217941
18.34667,5,16.326221
16.228158,5,16.433914
17.870563,5,16.545131
18.715882,5,16.65279
17.207342,5,16.759169
18.693153,5,16.867161
17.942526,5,16.979475
17.549975,5,17.087727
18.413275,5,17.194549
17.357033,5,17.300142
18.571182,6,17.430533
19.933162,6,17.560619
18.560992,5,17.670343
18.442764,5,17.778892
19.41482,6,17.911018
17.793581,5,18.019634
18.197815,5,18.127287
18.426755,5,18.235395
18.154447,5,18.346555
18.876917,5,18.454365
17.583366,5,18.569085
19.14488,6,18.701547
17.61291,5,18.81163
16.211761,5,18.918993
18.2234,5,19.029544
18.773149,5,19.137738
19.8392,6,19.269496
17.796398,5,19.378367
20.765781,6,19.507935
17.988819,5,19.619483
17.99298,5,19.73047
20.054409,6,19.859842
20.869411,6,19.992098
20.898005,6,20.121598
18.397236,5,20.231722
20.289927,6,20.362731
19.86665,6,20.491065
20.238047,6,20.619374
19.926902,6,20.750315
19.693154,6,20.878291
19.87128,6,21.011272
20.682575,6,21.143427
20.036626,6,21.274821
18.428106,6,21.447484
19.605688,6,21.582416
19.035432,6,21.712679
20.227835,6,21.84992
19.946162,6,21.982545
19.488765,6,22.117113
19.766788,6,22.246007
20.638245,7,22.399903
18.275553,6,22.528768
18.497442,6,22.657091
18.233766,6,22.784039
19.738493,7,22.937093
19.492831,6,23.065837
19.934828,7,23.216849
19.167863,6,23.349505
19.111573,6,23.481107
19.743516,7,23.632849
20.552389,7,23.783103
19.262941,6,23.912137
19.26307,6,24.045615
20.075487,7,24.201857
19.3887,7,24.350996
19.103182,6,24.482637
19.422269,6,24.614332
20.542108,7,24.769016
18.749902,7,24.918343
19.959318,7,25.070728
20.827933,7,25.225025
19.18359,6,25.35199
19.871845,7,25.509872
20.384147,7,25.660548
21.918207,8,25.836578
18.920894,8,26.007004
19.073507,7,26.160876
21.618959,8,26.332813
20.232633,7,26.487217
21.92049,8,26.658782
20.745485,7,26.809012
20.431527,7,26.960074
21.571785,9,27.159537
21.494316,8,27.339563
20.876644,8,27.519555
23.453962,12,27.78114
20.064942,7,27.938379
22.158018,9,28.132936
25.447593,13,28.416986
23.519968,10,28.63316
22.404487,10,28.852709
35.85396,27,29.440042
24.633172,10,29.657816
22.327778,9,29.85379
39.100526,27,30.435549
29.617823,18,30.820934
33.510413,21,31.276246
28.137723,18,31.668887
30.217716,18,32.06001
32.70097,22,32.53615
28.426933,17,32.901833
28.70306,18,33.290832
32.750639,21,33.745812
32.792441,19,34.154675
29.849855,19,34.565763
36.916182,23,35.057679
31.438865,19,35.465258
37.580776,24,35.982673
33.920365,21,36.433664
32.381637,21,36.88771
28.011288,19,37.297367
33.330709,21,37.750322
31.662828,21,38.202814
36.702175,24,38.721612
33.409812,23,39.219834
29.861749,22,39.69969
29.086881,23,40.208458
31.924265,24,40.740104
40.739228,28,41.349458
98.799797,100,43.510283
52.685254,45,44.4735
52.340144,54,45.631831
37.18837,34,46.372208
86.426095,84,48.181093
95.007252,92,50.165367
92.69641,88,52.0632
111.591809,96,54.128543
91.96597,71,55.666266
70.631908,56,56.878206
80.804326,68,58.343566
80.253522,72,59.902082
84.449406,72,61.458069
74.211535,66,62.879485
51.768107,51,63.976479
39.259116,41,64.863926
42.305636,51,65.961936
37.714874,43,66.889194
30.649098,42,67.799363
35.635573,40,68.680046
36.108206,37,69.481683
38.779584,41,70.377595
34.653522,44,71.330377
40.726064,40,72.196231
38.466801,38,73.016145
49.503869,48,74.046779
54.583278,53,75.200637
34.516259,37,76.008439
37.937638,35,76.760377
80.271175,77,78.440584
49.48426,48,79.484671
60.371795,57,80.720146
61.732401,51,81.838249
73.032687,62,83.173909
106.819811,99,85.321218
83.597383,75,86.954601
86.707749,75,88.590145
83.392328,74,90.187304
69.22023,58,91.446351
72.460969,63,92.813939
74.921044,64,94.20071
74.103269,62,95.536054
77.144199,66,96.966152
67.617326,56,98.177704
80.098,67,99.625665
66.744978,55,100.820777
61.946844,50,102.028737
68.445986,56,103.249386
68.432216,56,104.460061
70.247455,58,105.71244
70.652235,57,106.939546
68.857397,56,108.149212
58.033322,50,109.233096
65.742236,53,110.378247
67.677242,53,111.524102
65.835021,52,112.647771
74.75241,60,113.944259
73.478282,63,115.312756
66.10315,52,116.447847
57.374555,47,117.464511
85.199425,73,119.040317
77.374194,68,120.517157
62.115845,50,121.601147
66.988535,57,122.832344
74.014455,63,124.196779
66.663827,55,125.39274
94.705273,83,127.176795
82.190854,76,128.839839
85.951884,76,130.497599
83.505557,71,132.026001
83.420907,73,133.596039
71.067992,60,134.902017
90.579356,81,136.649219
59.688114,57,137.874306
64.890862,57,139.100939
94.185277,82,140.887898
102.123402,93,142.889128
90.05415,81,144.63627
99.129375,93,146.65098
68.332121,62,147.991251
107.300712,99,150.140525
77.577233,70,151.649339
78.715069,67,153.092787
89.043331,79,154.810329
91.278563,80,156.526071
86.709785,77,158.185304
103.436109,100,160.358462
73.947206,66,161.812006
69.667644,59,163.090112
67.359885,57,164.321326
74.363158,63,165.691593
82.083822,72,167.257281
62.974686,57,168.490104
63.168231,53,169.640306
