2212.102648,1000,6.728861
2133.682484,1000,10.704146
2228.892446,1000,14.732107
2270.095213,1000,18.692386
2152.687881,1000,22.727827
1531.686472,1000,26.797371
2233.661043,1000,30.79035
2415.073415,1000,34.817204
2405.176296,1000,38.793135
1765.792675,1000,42.854287
2290.764899,1000,46.852561
2321.528496,1000,51.004961
2241.377401,1000,54.992748
2319.708638,1000,58.981033
2051.844194,1000,63.012564
2082.81241,1000,67.002013
2319.658207,1000,71.012134
2391.68776,1000,74.993652
2205.400855,1000,79.021939
1811.108604,1000,83.091738
2057.233719,1000,87.212923
1972.320324,1000,91.319056
2077.564695,1000,96.051124
2236.391538,1000,100.047822
1946.740828,1000,104.066556
2082.084022,1000,108.062705
1585.869666,1000,112.097637
2311.493568,1000,116.088444
2308.231823,1000,120.08821
2451.967937,1000,124.069738
2161.385605,1000,128.083814
2453.646472,1000,132.068104
1455.073359,1000,136.137937
2327.396839,1000,140.151582
1879.552612,1000,144.174292
2409.196232,1000,148.18077
2385.294833,1000,152.181231
2188.373427,1000,156.184284
1836.171317,1000,160.221085
2282.169425,1000,164.228539
2291.540429,1000,168.231254
2328.312863,1000,172.234138
2399.396728,1000,176.248113
2304.107256,1000,180.250231
2234.438573,1000,184.259327
2318.815954,1000,188.247741
2426.667692,1000,192.230503
2285.119517,1000,196.236415
2363.876891,1000,200.243737
2433.088373,1000,204.240562
2320.363964,1000,208.254216
2425.683374,1000,212.242903
2445.729304,1000,216.28082
2370.178895,1000,220.242278
2172.105351,1000,224.237821
2379.534357,1000,228.215348
2182.835942,1000,232.207221
2373.778487,1000,236.198792
2208.040575,1000,240.239033
2314.102879,1000,244.259164
1958.830474,1000,248.286212
2296.100943,1000,252.29838
2412.810047,1000,256.296815
2445.533403,1000,260.301873
2351.673841,1000,264.299132
2179.813307,1000,268.323838
2332.09211,1000,272.300767
2395.851017,1000,276.307875
1722.823287,1000,280.332256
2411.065166,1000,284.328725
2354.745248,1000,288.31886
1954.805139,1000,292.355689
2288.128241,1000,296.388106
1598.621654,1000,300.374371
1994.725126,1000,304.401187
2404.818115,1000,308.398231
2140.843698,1000,312.388465
2239.958553,1000,316.405661
2420.814139,1000,320.38734
2446.456549,1000,324.420249
2320.375151,1000,328.468661
2321.335955,1000,332.76943
2442.171594,1000,336.995059
2301.372248,1000,341.321851
1252.235549,1000,345.674021
1803.62185,1000,350.045882
1807.91607,1000,354.234926
1732.98151,1000,358.327716
2382.529297,1000,362.393873
2363.781842,1000,366.582177
1907.986655,1000,372.095416
1986.972328,1000,376.604652
2024.929998,1000,380.939104
2420.974087,1000,385.225336
2071.39129,1000,389.704817
2373.204053,1000,393.981911
2335.789061,1000,398.380281
1668.504299,1000,402.566392
2279.061065,1000,406.646411
2267.623035,1000,410.800045
2409.407295,1000,414.907866
1997.977791,1000,419.020739
2414.472233,1000,423.130098
2346.150551,1000,427.218661
2163.244742,1000,431.321854
2442.188724,1000,435.395398
2349.379145,1000,439.46908
2312.300615,1000,443.549845
2348.932393,1000,447.632252
2288.656108,1000,451.737838
2454.086916,1000,455.829078
2311.184413,1000,459.94538
2297.813874,1000,464.054027
1795.071288,1000,468.159831
2385.435215,1000,472.244231
2340.655722,1000,476.621837
2368.1541,1000,481.168342
2243.352788,1000,485.51619
2341.173865,1000,489.717215
1884.966209,1000,494.084638
2371.159245,1000,498.249052
1539.419955,1000,502.784749
2386.175036,1000,507.086086
